category,text,label
books,spooky and delightful,negative
books,'it is obvious that heavier-than-air flight is impossible.',negative
books,p l e a s e . . . buy something else,negative
books,the language of threads,negative
books,same old same old,negative
books,"a new ""worst"" book in my libray",negative
books,not all great quotes...,negative
books,doesnt look like grisham at his best,negative
books,skip it...content of zero value...,negative
books,a poor imitation.,negative
books,silly silly silly,negative
books,great company and leader - outdated and dubious book,negative
books,bible comparison,negative
books,one point story. . .,negative
books,interesting ideas poorly communicated,negative
books,a book that will make you laugh and frighten you,negative
books,christian fundamentalism dramatized,negative
books,check all books carefully,negative
books,hard to read misses the mark,negative
books,abolutely boring,negative
books,not one of quindlen's best,negative
books,just awful,negative
books,and yet more elitist filth in print,negative
books,nothing new here,negative
books,not bad,negative
books,neocon babble,negative
books,200 pages of total immersion italian,negative
books,too predictable,negative
books,not funny. waste of time. distasteful. boring. awful.,negative
books,the world is flat,negative
books,fluff and poor philosophy,negative
books,really bad sociology,negative
books,drama constant climax & hysteria do not make a novel,negative
books,make sure you read some of the reviews before you read,negative
books,"fabulously biased ""research""",negative
books,confusing on audio,negative
books,sad sorry snoozer,negative
books,ouch! worse than most paperback romances,negative
books,where's the spark?,negative
books,there is no number only a lot of assumptions and risks,negative
books,worst advice book in history,negative
books,decent/lofty ideas... but lacking...,negative
books,300 pages of misandry,negative
books,holy moly,negative
books,big book of minimal value,negative
books,beauty bites off too much,negative
books,margaret mitchell is rolling over in her grave,negative
books,sociology more of the same,negative
books,extremely boring and devoid of stories or examples,negative
books,hassan's review - get another translation,negative
books,false advertizing.,negative
books,no substance to 'substance',negative
books,surprised by animal cruelty and mishaps throughout book!,negative
books,not impressed...,negative
books,love the restaurant the cookbook.... not so much,negative
books,minimally helpful text,negative
books,danielle give me a break,negative
books,"christiane l. aubry ""wants to know more"" pennsylvania",negative
books,articles = great definitions = very poor,negative
books,a waste of perfectly good paper.,negative
books,where's the beef?,negative
books,patterson readers beware of this dog,negative
books,self reliance,negative
books,a different definition of a classic,negative
books,chased by the light,negative
books,confusing snore-fest,negative
books,interesting but....,negative
books,i'm sorry but this is mostly amusing to me personally,negative
books,great concepts that go nowhere.,negative
books,what crash?,negative
books,one of koontz's worst,negative
books,the careless characterization of helping professionals,negative
books,somebody stop me........,negative
books,the wrong hostage,negative
books,eat great lose weight (miniature edition),negative
books,voodoo physics,negative
books,highly implausible plot lines,negative
books,a light weight novel with little plot or character development,negative
books,little by little !,negative
books,nambla members line up for blocks to get this!,negative
books,kozol frustrates me . . .,negative
books,they killed trees for this?,negative
books,"a disciplined mind without the ""disciplines""",negative
books,becoming a master manager,negative
books,not the best,negative
books,yawn. more stereotypical female masochists.,negative
books,a plus,negative
books,interesting but not helpful,negative
books,not the book you know and love!,negative
books,a lame blog in hardback,negative
books,this book lacks,negative
books,fully developed characters are in danger of extinction...,negative
books,souls of black folk,negative
books,not much better than astrology,negative
books,disappointing - still searching for answers,negative
books,breathtakingly bad,negative
books,a formal analytical review,negative
books,fast and loose,negative
books,great stories good humor bad narration voice,negative
books,well intentioned advice for men; women not included.,negative
books,it's a crime that this book is still for sale.,negative
books,mariology it ain't,negative
books,ego visible,negative
books,horrible horrible book.,negative
books,really not much here.,negative
books,gimmie a break!,negative
books,more than a disappointment!,negative
books,self-laudatory nonsense and insulting to anyone with half a brain.,negative
books,more branded product masking as substance,negative
books,highly literate sophomorism,negative
books,is there a lower rating available?,negative
books,pamuk's first novel is a disappointment,negative
books,waste of time,negative
books,from christianity...to 'churchianity',negative
books,its complete crap,negative
books,too long boring badly written not exciting etc...,negative
books,is it ethical to sell this book,negative
books,incredibily unpleasant read,negative
books,dr. narby's wild ride,negative
books,too out of touch herself,negative
books,pseudo-feminist tripe,negative
books,better off reading his column in women's magazines,negative
books,yea you guys rule,negative
books,didn't like the writing style at all,negative
books,read the first 2 chapters...,negative
books,utterly silly-gwtw's legacy is safe.,negative
books,not enough substance,negative
books,manifesto of liberal pseudoscience,negative
books,sophie's choice gone wrong,negative
books,awkward writing makes a bad story even worse.,negative
books,sorry guys i'd have to disagree,negative
books,poor form - lacks original research,negative
books,reinharts disappointing hyped coffeetable bread book.,negative
books,history of the dictionary,negative
books,good book but in the wrong way,negative
books,irrational hatred with authoritative sounding documentation,negative
books,your head will split open and ooze goop after reading this,negative
books,confused apology for japanese militarism,negative
books,repackaged database marketing,negative
books,where are my red slippers?,negative
books,second rate reference book,negative
books,poor parsing of concepts and confusing diagrams,negative
books,was this a novel or a horticulture manual?,negative
books,do not waste your money,negative
books,you're kidding me right?,negative
books,forget it.,negative
books,don't answer it,negative
books,what a crappy book,negative
books,most boring,negative
books,poetry in riis' how he oher half lives,negative
books,damaged book,negative
books,the binding is very bad.,negative
books,slow paced,negative
books,not a good book for a beginning geology student,negative
books,i didn't like it,negative
books,too psychologized,negative
books,just plain awful,negative
books,repetitive and redundant,negative
books,morrigan's cross,negative
books,better than you sean,negative
books,pleasure reading shouldn't be this painful,negative
books,dressed up postmodern metafiction,negative
books,dry boring and unrewarding,negative
books,no help at all,negative
books,posing for high school seniors,negative
books,gary - lost christianities,negative
books,incredibly boring,negative
books,good satire awful presentation,negative
books,not quite what it seems,negative
books,s is for slow read,negative
books,outdated - thy name is the crying of lot 49,negative
books,not worthy to bear the name the best american poetry,negative
books,presumed innocent,negative
books,how did this book get published?,negative
books,meandering and plotless,negative
books,read a review article instead!,negative
books,generalized overview with little new insight,negative
books,silliness masking as literature,negative
books,omg! this is so bad...,negative
books,not convincing,negative
books,not great,negative
books,does too much and too little,negative
books,go to the bookstore down the street.,negative
books,the chicken soup for the writing-it-down souls,negative
books,just another book in this genre,negative
books,consider this!,negative
books,"use caution in laying all your hopes on yet another ""cure.""",negative
books,very very disappointing,negative
books,steinbeck's bait-and-switch,negative
books,not an economic history of money,negative
books,better guides available,negative
books,old-fashioned elitist boredom,negative
books,harlequin presents...nicholas sparks,negative
books,inaccessible prose,negative
books,author needs his own soapbox,negative
books,too many metaphors not enough info.,negative
books,dick management,negative
books,no original material as far as i can tell.,negative
books,lacking in details and intimancies,negative
books,the definition of trash,negative
books,if only i could have back the hours i spent reading this book...,negative
books,the worst proofed book in the universe,negative
books,my complaint...,negative
books,lets correlate joblessness with everything,negative
books,dull trite and disjointed,negative
books,king officially jumps the shark,negative
books,i'd like to give it zero stars.,negative
books,i guess that were the adventure end for me.,negative
books,new age tripe,negative
books,not very well reasoned...patently unoriginal,negative
books,flowery predictable drivel,negative
books,dragged down by a dead weight of an ending,negative
books,weak cases,negative
books,interesting but lacking....,negative
books,the protection of the remnant,negative
books,the rest of the story,negative
books,nothing good to say about the 10th good thing....,negative
books,weak link in a great series,negative
books,lacking lots of info,negative
books,vague and dull,negative
books,good start - no finish,negative
books,typical characters fast plot,negative
books,microserfs 2.0?!?,negative
books,if you like scarpetta - -,negative
books,worst in ages,negative
books,i just don't understand,negative
books,i'm throwing this book out,negative
books,unbiblical and bad writing make for one star,negative
books,no temperance here,negative
books,it's exciting it will sell but it's just not happening,negative
books,get the whole picture elsewhere,negative
books,convoluted and totally confusing....,negative
books,trivial tiresome and tedious,negative
books,almost as good as hapworth,negative
books,a truely biased bio. an epic waste of time and money.,negative
books,completely incomprehensible,negative
books,the typesetting for this edition is awful,negative
books,the title for this book is highly inaccurate,negative
books,no match for a great city.,negative
books,seemed like he was in a hurry...,negative
books,avoid the book and movie,negative
books,rehashed recycled. nothing new here.,negative
books,garbled and overrated,negative
books,skip it,negative
books,where's the editor?,negative
books,liberal bias? complete nonsense...,negative
books,description is misleading,negative
books,see the wonderful (very different) 1937 movie instead ...,negative
books,disappointing story,negative
books,creates more questions than it answers,negative
books,simplistic at best,negative
books,not one of his best,negative
books,lots of fill...little thrill,negative
books,lengthy tedious thriller,negative
books,where's the story?,negative
books,dark watch,negative
books,does d.s. know any other law schools besides harvard and yale...i am so tired of her books...this is it.,negative
books,acupressure techniques,negative
books,this software is unusable on mac's and unix systems.,negative
books,a quick read and a quicker write,negative
books,oh puhleeze,negative
books,"lost fans don't bother. choose ""watership down"" or other",negative
books,sad disappointment,negative
books,a dissapointment,negative
books,get to the point!,negative
books,don't waste your money!!,negative
books,difficult read,negative
books,there's a sucker born every minute,negative
books,harry potter and the chamber of secrets - review,negative
books,an example of nativist bigotry,negative
books,what went wrong with the writing of this book?,negative
books,no redeeming features,negative
books,mixed review,negative
books,tough language but few verifiable facts,negative
books,nothing doing,negative
books,one of the all-time worst books i've read..,negative
books,i liked her at the start but wanted to slap julia by the end!,negative
books,coma this is not,negative
books,k is for killer...,negative
books,lousy book with a wishful thinking,negative
books,dreaming water,negative
books,an historical account,negative
books,good plot but bad details,negative
books,germaine greer - elitist poppycock,negative
books,please stop putting me to sleep!,negative
books,could have been said in half the amount of pages,negative
books,copying david and jonathan`s example,negative
books,wow its not just me!,negative
books,flew has rejected these arguments himself.,negative
books,not recommended,negative
books,not for everyone,negative
books,interesting thesis but overlooking some important points,negative
books,hardcore jargon on intersectional group,negative
books,the narrow-minded get it,negative
books,this book is a poorly-written economic rant,negative
books,good research or ...,negative
books,the incredible so-whatness of being,negative
books,lacks detail and helpful tips,negative
books,this is what happens when someone reaches beyond their capacity,negative
books,this is disturbing..,negative
books,hopefully this series will improve!,negative
books,stick to romance sparky.,negative
books,i think contracts are not very strong tool,negative
books,worst book in the series including the prequels.,negative
books,entirely inaccurate ...,negative
books,capable but strange,negative
books,mostly useless,negative
books,the only book i've wanted to throw away,negative
books,not for a family with kids,negative
books,surprisingly hyped,negative
books,its over guys,negative
books,not that funny,negative
books,escaping the massive yawn,negative
books,the old feint and switch,negative
books,filth rot and decay,negative
books,not age appropriate,negative
books,forget the racism argument....what about the drownings executions burnings at the stake suffocations.....,negative
books,some merit but overall flawed,negative
books,the elegant gathering of white snows,negative
books,the power of your subconscious mind - abridged cd,negative
books,the celts in ireland,negative
books,narcissistic twaddle,negative
books,simple elegant and wrong,negative
books,not quite what i expected,negative
books,not the great american novel,negative
books,distortion of john e. holts public record,negative
books,her weakest by far,negative
books,koffee table gloss.,negative
books,where did ja jance go?,negative
books,good first effort but needs improvement.,negative
books,a find magazine article padded to book length,negative
books,long on drama woefully short on credibility,negative
books,jkg thinks he funny. he's not.,negative
books,book shows age,negative
books,very disappointing...,negative
books,survivor in death,negative
books,cambridge's normal skeptical view,negative
books,snow white became chuky,negative
books,wish i hadn't wasted my time but saved by listening to story,negative
books,shamefully simplistic,negative
books,soul by soul by walter johnson,negative
books,it's a waste of money even for beginner,negative
books,better that you die than survive rape,negative
books,just very odd......,negative
books,three junes -where did they get that name?,negative
books,enjoyed the first book but the second book is not up to par,negative
books,fun... but long,negative
books,could have been great but no cigar!,negative
books,just what america needs. more rabble rousing.,negative
books,really horrible book,negative
books,steve deserves a better effort,negative
books,a review as ugly as this novel,negative
books,cookbook to fancy,negative
books,who are these people kidding?,negative
books,ok for general pm concepts,negative
books,i tried,negative
books,this book is not for the novice,negative
books,this man has vanished forever,negative
books,"""fictional stories of scientific falshoods""...",negative
books,there are better options available for readers,negative
books,too expensive,negative
books,too drawn out,negative
books,companion web site not there,negative
books,talk about a tornado in a trailer park...........,negative
books,don't waste your time,negative
books,mr. risen has found the legal loophole in espionage for cash,negative
books,terrible for the price!!!,negative
books,now that the dailykos crowd has finished posting,negative
books,totoally unrealistic for the times,negative
books,hardly authentic science,negative
books,editor called to task,negative
books,agenda here?,negative
books,3.64 lbs of pure spirtual abuse,negative
books,can't full the chuchu,negative
books,wrong edition,negative
books,mcjihad vs. reality,negative
books,don't fail to read this if you're new to earth,negative
books,brainwashing propaganda but well edited,negative
books,a little dry,negative
books,fun but too many flaws,negative
books,short and sweet,negative
books,not for most adults,negative
books,my faith has been shattered ...,negative
books,couldn't get past the first few chapters.......,negative
books,not worth the time and money.,negative
books,insulting to people with a moderate level of intelligence,negative
books,tediuous repetitive and altogether poorly written,negative
books,out of date,negative
books,trashy like flypaper!,negative
books,wolf in sheep skin,negative
books,not one of sparks's best,negative
books,a complete disappointment,negative
books,tony roberts stinks as a rrder!,negative
books,too long,negative
books,read this only with a wider range of christian thinkers,negative
books,i am glad i didn't pay for this book!,negative
books,"""just enough"" is more than enough.....",negative
books,product never arrived then i was told it was on backorder,negative
books,let me explain why i give it one star....,negative
books,a bad choice of plot and character,negative
books,a rather plodding morality tale,negative
books,way too complicated,negative
books,a war criminal's memoir of mass murder,negative
books,chloroform in print,negative
books,don't recommend this book! the worst book i've ever read!,negative
books,5 stars? really?,negative
books,complete inability to move the story along!,negative
books,too much homoerotica,negative
books,poor excuse for a book,negative
books,not the best self-help,negative
books,entertaining but apparently not a scholar,negative
books,"great book if you are looking for ""victim"" status.",negative
books,the bad borin book of evil tricks,negative
books,a b movie in paper form,negative
books,is toni morrison for real?,negative
books,i expected more,negative
books,like shadow of the wind (good) with chuckles (bad),negative
books,confusing but better than nothing,negative
books,another awful book,negative
books,the gothic aspects did not work for me.,negative
books,basic stuff,negative
books,astoundingly poor,negative
books,why is the cost so reasonable?...,negative
books,a terrifying true story...a completely mediocre read,negative
books,very disappointing ... there're better books out there for co-dependency,negative
books,how to ignore genocide,negative
books,bah! correction please,negative
books,the title of the book tells all.,negative
books,extremely disappointed couldn't even finish it.,negative
books,why is it dragging on and on and on?,negative
books,give it a rest alan!,negative
books,revised review,negative
books,i read this book why?,negative
books,a profusion of details,negative
books,101 ways to massively increase the value of your real estate without spending much money,negative
books,snore is right,negative
books,don't support this writer by buying this piece of trash,negative
books,willy loman this guy ain'y,negative
books,one-sided and angry...,negative
books,pain as god's megaphone,negative
books,worse than painful!!,negative
books,i must be missing something...,negative
books,not for fans of tr,negative
books,fell well short of my expectations...,negative
books,too much french for me,negative
books,nonsense redefined,negative
books,blah blah blah,negative
books,ok - but you didn't tell the whole story,negative
books,highly overrated,negative
books,i would have put 0 stars,negative
books,disturbing novel about being above moral law,negative
books,only for those with little or no work experience,negative
books,wish i could get my money back...,negative
books,not bad but not really good eithier...,negative
books,not christie's best,negative
books,black house,negative
books,not for experienced runners,negative
books,stupid book written by a stupid person,negative
books,not sure of ownership but sure of his bad theology,negative
books,knew it was bad after three pages,negative
books,not what it appears,negative
books,full of lies propaganda and hate,negative
books,where are the flags? and sound effects?,negative
books,betty's not what she used to be,negative
books,not much beyond the cute title,negative
books,manufacturing error,negative
books,deeply disappointing dexter,negative
books,e for effort,negative
books,you need more than 8 but good choices,negative
books,profiting from the christian man shortage,negative
books,more errors,negative
books,ruined by its ignorance of female sexuality,negative
books,useless unless,negative
books,poisonous misinformation,negative
books,a classic text superficially updated,negative
books,a real chore to make it through,negative
books,be careful downloading e-books!!,negative
books,squeezing spiritual growth into a business box,negative
books,am i still awake?,negative
books,one star is one too many,negative
books,unrealistic premise...,negative
books,interesting but not an ethics.,negative
books,old predictions that have not come true,negative
books,the south rises again in all its historically inaccurate glory,negative
books,this one's a stinker,negative
books,two stars for evocative writing,negative
books,sorry i spent the time,negative
books,pot noodle bushido,negative
books,just awful..................no stars whatsoever!!!!!!!!!!!!!!!!!!!!!!!!!,negative
books,wonderfully creative but overcomplicated and not easily indexed,negative
books,yuck yuck and double yuck,negative
books,great--if you are a rich capitalist,negative
books,a bit misleading in the title..,negative
books,an absolute abortion,negative
books,too full of jargon for me,negative
books,this book is just not accurate,negative
books,don't buy this rotten book!,negative
books,pretty poor effort,negative
books,mixed feelings,negative
books,one sided and out dated,negative
books,stick to what you know,negative
books,what forged a nation,negative
books,civilized discourse leaves discontented reader,negative
books,good book bad reading,negative
books,don't buy this book. check with the experts instead.,negative
books,puh-lease . . . felt like was i reading an erotic novel,negative
books,what happened to the good stuff??,negative
books,one of the most deceptive books ever written,negative
books,disappointing mystery thriller,negative
books,unbelievable and for a very good reason namely it's not true,negative
books,book never arrived - very disappointed!,negative
books,a so so novel,negative
books,should get zero stars,negative
books,a sad sf renaissance,negative
books,read because it considered a classic,negative
books,big samad sefianes honest opnion theft of other peoples work,negative
books,action photos please!!,negative
books,how a book can create a conflict said and his gross mistrepretations,negative
books,help please,negative
books,hilariously melodramatic,negative
books,this one misses the mark for me...,negative
books,harlequin romance !,negative
books,mary mary,negative
books,you must be kidding.,negative
books,is there a sequel?,negative
books,the worst book supposedly about philosophy that i have ever read,negative
books,unfulfilled promise,negative
books,disappointing and lacking something,negative
books,liberal's study bible,negative
books,only read half of it,negative
books,is the writer a real believer ?,negative
books,great read!,negative
books,not good for learning ok as a reference book,negative
books,how about a zero star rating!,negative
books,formulaic and unsatisfying,negative
books,forsythe drops the ball,negative
books,readable but very disappointing,negative
books,where has the magic gone?,negative
books,insufficient research,negative
books,lukewarm reception,negative
books,scholarly but unpersuasive -- and heavy with details,negative
books,how to say it,negative
books,a real slog,negative
books,not-so-fast ...,negative
books,not a good martial arts book!,negative
books,where are the references?,negative
books,enjoyable but not recommended,negative
books,better red than you,negative
books,no creativity and not very lasting!,negative
books,awakening is inferior to ascension,negative
books,get rid of the glasses,negative
books,not a worthy successor to holy blood holy grail,negative
books,yep its ok,negative
books,a heartbreaking disappointment,negative
books,funny book but too many grammar mistakes,negative
books,didn't like book at all,negative
books,i can't really rate this item...,negative
books,way too long and repetitive,negative
books,big book of grilling bbq and rotisserie cookbook,negative
books,the egotistical master,negative
books,hardly engaging,negative
books,yuck!!!! just a bad book!,negative
books,a great effort sadly lacking,negative
books,weak and disorganized,negative
books,ironic -- an unproductive book on productivity,negative
books,an opinion on hendrix - far from anything new,negative
books,abstractionist in disguise,negative
books,general and shallow overview,negative
books,i thought i'd come away with useful information...,negative
books,a world of boring. a raging sea of boring!,negative
books,could have been better,negative
books,disappointing slow clumsy,negative
books,no flavor no color no good,negative
books,no 'real world' relevence,negative
books,this book should be called occanumba not heartland!,negative
books,tedious film school psycho-babble.,negative
books,not for 4 year olds,negative
books,great if you have that specific model blackberry,negative
books,you'd have to be a true blue devil fan to like this book,negative
books,ye gods and little children,negative
books,certainly expected more,negative
books,for hardcore fans only,negative
books,a soap-bubble book,negative
books,great efforts but lack reality,negative
books,not very satisfying at all.,negative
books,half of story is missing,negative
books,lots of not what not to do.,negative
books,missed the bullseye,negative
books,in a word ego,negative
books,interesting subjects who deserve a better writer,negative
books,junie's rude and i can't find anyting that redeems her.,negative
books,not a great role model for kids,negative
books,poorly organized,negative
books,reviews by s. douglas scotty and hardluck stink,negative
books,lacking in details,negative
books,badly out of date,negative
books,you're advocating illegal acts.,negative
books,snake oil,negative
books,dry and dreadful,negative
books,know your woods? not after reading this book,negative
books,what a dirty trick,negative
books,what drivel!,negative
books,for those who prefer speculation to reason,negative
books,a backlash wolf in sheeps clothing,negative
books,over rated!,negative
books,look at it from the child's point of view...,negative
books,too sexually explicit for my taste,negative
books,why are reviews same for revised edition,negative
books,misinformation and euro-centric,negative
books,i kept waiting for her to leave him,negative
books,james dobson is a sadist and a pervert,negative
books,"""strong-willed child""?",negative
books,california al,negative
books,my brother's experience with the perricone prescription,negative
books,falco falters,negative
books,boring....don't bother with it.,negative
books,sounds like the author reviewed this himself,negative
books,raising a feminist,negative
books,a bad way to spend bucks,negative
books,try that again?,negative
books,poorly researched and not accurate for many drugs,negative
books,a poor effort....,negative
books,violence begets violence,negative
books,somewhat disappointed...,negative
books,why continue to be deceived?,negative
books,an effort too far in repetitious jargon,negative
books,this book stinks!!!,negative
books,there's really no age group for this book,negative
books,history by conjecture,negative
books,in way over her head,negative
books,tiptoeing around a teen in training,negative
books,you'd think the book would be about natalie...,negative
books,very weak and unsupported theory of happiness,negative
books,repackaged prepared foods,negative
books,a bit disappointed!!!,negative
books,diy cover up,negative
books,i make movies and travel extensively. my life is great.,negative
books,there are better choices.,negative
books,miserable dictionary of doublespeak,negative
books,a nice place to visit....,negative
books,okay for ideas,negative
books,"it's just ""reefer madness""",negative
books,one of the best crichton novels,positive
books,the medicine of the future,positive
books,for lovers of robicheaux,positive
books,excellent and broad survey of the development of civilization with all the punch of high quality fiction!,positive
books,a good book.,positive
books,to the point and beautifully illustrated,positive
books,"at least somebody has ""got"" it",positive
books,excellent short fiction from one of our best stylists,positive
books,beautifully written heartwarming story,positive
books,a great find during an annual summer shopping trip,positive
books,an excellent cookbook full of delicious recipes,positive
books,an outstanding resource,positive
books,eye opening information,positive
books,a gem...,positive
books,highly satisfying novel despite the blood and guts,positive
books,the best book on money i've ever read,positive
books,funny sexy sweet poignant,positive
books,one of koontz's better books,positive
books,absolutely fantastic!,positive
books,possible side effects - a. burroughs,positive
books,a dream a vision the west incarnate,positive
books,loved it,positive
books,as expected . . .,positive
books,a good writer suffers!,positive
books,how many terrorists can walk a tightrope?,positive
books,interesting good info odd storyline,positive
books,ruth can do better,positive
books,i love this book!,positive
books,quite enjoyable.,positive
books,sound advice,positive
books,the struggle of faith and duty,positive
books,made my ordinary day much better,positive
books,go ahead have another one.what's one more gonna do?,positive
books,if you have hormonal imbalances this is a great resource...,positive
books,retro yet relevant,positive
books,"""i don't think it sounds like mice.""",positive
books,make this your first investment,positive
books,a tragic story magnificently written,positive
books,lud-in-the-mist eugenic?,positive
books,good summer read,positive
books,thrills beneath the earth's surface,positive
books,gems from among the leavings,positive
books,warm and wonderful,positive
books,interesting premise,positive
books,"wonderful ""wizard of oz""",positive
books,book should come with box of kleenex,positive
books,helpful as a backdrop before reading paul's epistles,positive
books,wonderful translation,positive
books,finally a roth novel i like!,positive
books,wow... what a b*(#h,positive
books,beware of superbookdeals seller,positive
books,hugh hewitt needs to spend more time rebuking crybaby republicans,positive
books,one of the best books of 1997- or any other year!,positive
books,psych-k is a wonderful tool for making big positive changes in my life.,positive
books,a look at the death penalty,positive
books,powerful but not one of stephen king's best.,positive
books,6 stars and more really - wonderful cookbook and book,positive
books,a very balance approach!,positive
books,a great piece!,positive
books,excellent idea severe omission,positive
books,"johnson's classic novel of ""passing""",positive
books,"are ""you"" in this book?",positive
books,my favorite.,positive
books,engaging look at a scary set of diseases,positive
books,it's not too late for bob.,positive
books,excellent book,positive
books,from beirut to jerusalem,positive
books,a great book for all those people who still believe in true love..,positive
books,the a-frame book i always hoped someone would write,positive
books,dave barry's genius,positive
books,anyone who makes decisions should read this,positive
books,sanctuary- by nora roberts,positive
books,a must for costumers,positive
books,eye candy with excellent recipes,positive
books,this book was the best educational book i've ever read!,positive
books,"""frenetic"" watch",positive
books,pictures are worth a 1000 words,positive
books,this book rocks,positive
books,mind of a dog,positive
books,excellent study guide,positive
books,flying high,positive
books,mr. lynch shares more of his expertise...,positive
books,a sweet little story,positive
books,use this with high school kids!,positive
books,moving. educational.,positive
books,witty and excellent,positive
books,the real story.,positive
books,the possible plot,positive
books,excellent narrative of billy beane and his bean counter approach,positive
books,great for aspiring inkers and comic fans alike,positive
books,good read,positive
books,actually 4 1/2 stars,positive
books,quick and easy to read,positive
books,hurricanes other killer storms & reporting on these to the public,positive
books,another winner,positive
books,another awesome thriller by grisham.,positive
books,a great book if a loved one is dying,positive
books,humorous...if you think about it,positive
books,very fun!,positive
books,left behind series picks up again after a lull,positive
books,marvelous story for wwii navy history,positive
books,another great kinsey mystery.,positive
books,absitively a great read,positive
books,inspiring! and classy!,positive
books,nifty development environment,positive
books,title says it all,positive
books,great as ever,positive
books,the creation of the underclass,positive
books,if you enjoy history and psychology together....,positive
books,how not to murder your wife,positive
books,easy to read and entertaining - trust me,positive
books,heartfelt tale of women in rural china,positive
books,off the shelf just in time,positive
books,it has already been said but i will say it again,positive
books,now make it a screen play,positive
books,these things are true...,positive
books,an excellent first choice,positive
books,china inc,positive
books,one of the best books i have ever read,positive
books,the best study bible i've ever seen - great for 35 and under,positive
books,the united states of europe,positive
books,teenage opinon,positive
books,the solution to all educational problems,positive
books,great package! - this one works.,positive
books,great book to listen to while you work out.,positive
books,great coffee table book,positive
books,hannah coulter,positive
books,service and quality,positive
books,possibly the best of the rich dad books,positive
books,i'm impressed,positive
books,listening to isaac's storm,positive
books,must read on a neglected topic,positive
books,a nice ride,positive
books,an essential book for art lovers!,positive
books,though-provoking treatise on human dependence on dogs,positive
books,quirky and creative pictorial portrayel,positive
books,a fantastic book!,positive
books,diffrent aproach,positive
books,typical steel!,positive
books,one of the few books to discuss what we can all learn from the cirque du soleil creative process,positive
books,flawed but enjoyable,positive
books,kudos to ruth,positive
books,a memoir of two wars,positive
books,freedom freedom freedom!,positive
books,very very good,positive
books,page turning,positive
books,a marvelous grounding in popular history,positive
books,very reflective wonderfully descriptive and entertaining!,positive
books,massive and masterful!,positive
books,the best diet book i have ever read,positive
books,even a cooking idiot (me) can dazzle!,positive
books,a must read... study,positive
books,two books in one! first covers networking. second covers three types of small businesses and internet marketing.,positive
books,a much needed focus,positive
books,a must read for every woman.,positive
books,a terrific little termite!,positive
books,a woman built the brooklyn bridge,positive
books,very educational,positive
books,buy 10 copies of this book!,positive
books,good reading,positive
books,the navajo landscape,positive
books,i'll make this short,positive
books,must read to catch-up on islamist history,positive
books,war and peace,positive
books,the truth hurts.,positive
books,layered plot with plenty of twists and turns...,positive
books,the point of unlimited possibility,positive
books,a helpful memoir for women,positive
books,a timely analysis,positive
books,if i could recommend just one book to anyone it would be this.,positive
books,the law was not about truth. it was about negotiation amelioration and manipulation.,positive
books,history at its best,positive
books,somewhat outdated but still worth while,positive
books,the best of the trilogy,positive
books,well-written book,positive
books,end of oil,positive
books,a time to kill,positive
books,interlude in death,positive
books,simple effective and very powerful.,positive
books,captivating and beautifully written,positive
books,teaches how to market yourself,positive
books,post 9-11 & pre 9-11 conversations with noam chomsky,positive
books,as a man does; good daily verse reading,positive
books,open book management = more profits and happier people,positive
books,keen marketing sense,positive
books,still a benchmark,positive
books,a truely excellent read.,positive
books,nice intro but incomplete,positive
books,run don't walk to buy this book,positive
books,beautiful book!,positive
books,book review,positive
books,pure mcguane,positive
books,great cheese puffs!,positive
books,like discovering a long lost bronte,positive
books,scarier than any stephen king novel...,positive
books,one of the most influencial books i've read this year.,positive
books,bye-bye to barty’s biting back-chat,positive
books,the most terrible story i've ever read--five stars,positive
books,great reference guide,positive
books,a gm's friend,positive
books,encyclopedia prehistorica,positive
books,far journeys review,positive
books,"a definite ""must have""",positive
books,yes stephen king really is that good,positive
books,the skinny on hiassin,positive
books,wonderfully written novel,positive
books,a better title might be,positive
books,shock and awe,positive
books,excellent historical fiction,positive
books,worth every bit of the $10 selling price,positive
books,fun non stop action!,positive
books,exciting audio w sound effects,positive
books,real age,positive
books,always amazing and intriguing,positive
books,great book,positive
books,a wonderful book for girls!,positive
books,good book,positive
books,highly recommended textbook,positive
books,the sinister pig tony hillerman,positive
books,a great book about a not too well known episode,positive
books,my all-time favorite!,positive
books,anything truly great is not for everyone...(a criticism of critics by a critic),positive
books,the best so far,positive
books,"a theory of liberty not ""justice"" police state. liberty 1st",positive
books,secret pleasure,positive
books,amazing book!,positive
books,every parent should read this!,positive
books,stephen king keeping alive the art of the short story,positive
books,great stuff for the science-minded cook,positive
books,a vital resource for leaders in any multinational business,positive
books,and this is presidential material!,positive
books,if you own a business you need to listen to this cd - several times,positive
books,the usbourne book of art skills,positive
books,good biography,positive
books,the elements of style,positive
books,legacy not quite up to standards of eon and eternity,positive
books,you'll never regret reading no regrets..by ren� sundvall.in mn,positive
books,good as always,positive
books,insightful and timely,positive
books,great collection of stories,positive
books,48 laws of power,positive
books,dna genealogy,positive
books,biting wit abounds.,positive
books,loved loved loved!,positive
books,too short! it demands a sequel!,positive
books,funny but odd.. buy with caution.,positive
books,"a perfect ""whodunnit""...",positive
books,patterson is tops!,positive
books,reading this book at sea...,positive
books,introduces some interesting concepts and explanations,positive
books,a different fun book,positive
books,leaders are not born but made--it begins here!!,positive
books,a must read,positive
books,my all-time favorite love story ... i laughed and cried! bittersweet!,positive
books,changed my way of seeing people!,positive
books,of paradise and power,positive
books,packs an emotional wallop,positive
books,a classic,positive
